ENTITY_ID,TOTAL_RECIEVE_ADDRESSES,TOTAL_RECIEVE_TRANSACTIONS,TOTAL_BTC_RECEIVED,TOTAL_SPEND_ADDRESSES,TOTAL_SPEND_TRANSACTIONS,TOTAL_BTC_SPENT
1089051700,2,2,0.001468,0,0,0.000000
1084985061,1,0,0.000151,1,1,0.000302
1089025868,1,0,0.034755,1,1,0.034755
1089035582,2,0,0.377837,2,2,0.753053
1089021765,1,0,1.953338,1,1,5.860014
1089043456,2,1,0.000144,1,1,0.000288
1089049269,2,1,0.001710,0,0,0.000000
1089040829,1,1,0.000000,0,0,0.000000
300647710776,3,3,0.005533,3,1,0.014088
824633720838,1,1,0.001454,1,1,0.001976
1089033328,1,0,0.039968,1,1,0.359712
1089039315,2,1,0.000049,1,1,0.000098
1089039318,2,1,0.000041,1,1,0.000082
1089048735,2,1,0.039995,0,0,0.000000
1089055544,2,1,0.003432,2,2,0.006864
1089044734,2,1,0.000104,1,1,0.000208
292057776144,2,0,0.006464,2,1,0.012928
1089055920,1,2,0.000000,0,0,0.000000
1089045387,2,1,0.000085,1,1,0.000170
1089048886,2,1,0.000480,2,2,0.000953
1089045823,2,1,0.000259,1,1,0.000518
1088558811,1,0,0.006133,1,1,0.012266
1087679569,1,0,0.182182,1,1,1.639638
1089039917,2,1,0.000061,1,1,0.000122
1089039811,2,1,0.000011,1,1,0.000022
1089053167,2,1,0.270303,0,0,0.000000
1087280689,1,0,0.001026,1,1,0.002052
1245540515845,2,4,0.290773,2,3,0.386172
1089050626,2,1,2.251308,1,1,4.424526
1089038998,1,1,0.000005,0,0,0.000000
1022202216459,1,2,0.001198,1,1,0.002460
1089047679,2,1,0.000027,2,2,0.000038
1089055285,2,1,0.000005,0,0,0.000000
1089043721,2,1,0.000151,1,1,0.000302
1089034894,1,0,0.001203,1,1,0.001203
68719476742,1,5,0.304234,1,1,0.336174
1089039963,2,1,0.000021,1,1,0.000042
1089040059,2,1,0.000018,1,1,0.000036
1089037638,2,4,0.041012,0,0,0.000000
1089049781,2,1,1.027725,0,0,0.000000
1089048350,1,6,10.206522,0,0,0.000000
566935683087,2,0,0.010324,2,1,0.020648
1089054199,2,1,0.135184,0,0,0.000000
1005022347279,1,2,0.001379,1,1,0.001334
1088546398,1,0,0.036372,1,1,0.072744
1089032467,1,0,0.000193,1,1,0.000386
352187318296,1,2,0.002480,1,1,0.001668
1089052423,1,1,0.013288,0,0,0.000000
1089054659,2,1,0.000005,0,0,0.000000
1089047049,1,1,0.001202,0,0,0.000000
429496729635,2,0,0.000208,2,1,0.000416
1089052320,2,1,0.000003,0,0,0.000000
1089047908,2,1,0.010058,0,0,0.000000
1089039421,2,1,0.000061,1,1,0.000122
1089049309,2,2,0.003498,0,0,0.000000
369367187467,2,57,216.942374,2,1,36.628276
1089051392,1,1,0.000011,1,1,0.000011
1089049855,1,2,0.228228,0,0,0.000000
1089043495,2,1,0.000156,1,1,0.000312
1088687786,1,0,0.015724,1,1,0.031448
1089038307,2,1,0.000046,0,0,0.000000
889299371,1,0,0.007500,1,1,0.015000
1089009110,1,0,0.001162,1,1,0.002324
1089046970,2,1,0.021715,1,1,0.033946
1089021668,1,0,2.899973,1,1,5.799946
1089038381,1,2,0.000036,0,0,0.000000
1089047958,1,1,0.020056,0,0,0.000000
1089044894,2,1,0.000080,1,1,0.000160
1089044280,1,1,0.000000,0,0,0.000000
1089043778,2,1,0.000149,1,1,0.000298
1088779292,1,0,0.011700,1,1,0.023400
1089044664,2,1,0.000061,1,1,0.000122
1089038271,2,6,0.355980,0,0,0.000000
1087330273,1,0,0.001077,1,1,0.002154
137438953526,3,1,0.040505,3,1,0.110990
1089054155,2,1,0.000003,0,0,0.000000
1089042132,1,1,0.000000,0,0,0.000000
1089050673,1,64,0.001495,0,0,0.000000
1089047537,1,3,0.000000,0,0,0.000000
1089041596,1,1,0.000000,0,0,0.000000
1089048831,1,2,0.996902,1,1,0.996902
1089046079,1,10,26.551810,1,1,5.310362
1089030072,1,0,0.000192,1,1,0.000384
1089049837,1,1,0.000024,0,0,0.000000
1089041282,1,1,0.000000,0,0,0.000000
1089043812,1,1,0.000000,0,0,0.000000
1089052450,1,1,0.020310,0,0,0.000000
403726925905,1,6,0.018550,1,1,0.032588
1089043666,1,1,0.000000,0,0,0.000000
1089049595,2,3,0.093600,0,0,0.000000
1089048113,2,2,0.000010,0,0,0.000000
1089048907,2,1,0.000206,2,2,0.000403
1055200594,1,0,0.001961,1,1,0.003922
1089052648,2,1,0.002317,2,2,0.004625
309237645328,1,4,0.061456,1,2,0.041000
1089044511,2,1,0.006825,1,1,0.013650
1089053792,1,1,0.001186,0,0,0.000000
1089043548,2,1,0.000142,1,1,0.000284
403726925843,1,3,0.002974,1,2,0.003020
1089041264,1,1,0.000000,0,0,0.000000
1089026160,1,0,0.000933,1,1,0.001866
1088764981,1,0,0.186552,1,1,0.373104
1089048067,2,1,0.000043,1,1,0.000086
1089041548,1,1,0.000000,0,0,0.000000
1089054493,2,1,0.000005,0,0,0.000000
1088540683,1,0,0.124852,1,1,0.249704
1087956344,1,0,0.011555,1,1,0.023110
1142461300745,2,0,0.156164,2,1,0.468492
1089045661,2,1,0.000125,1,1,0.000250
1089044312,2,1,0.000137,1,1,0.000274
1089037362,1,1,0.000005,0,0,0.000000
1089044991,2,1,0.000063,1,1,0.000126
1019862539,1,0,0.005099,1,1,0.010198
1087669710,1,0,0.035705,1,1,0.035705
1089044858,2,1,0.000063,1,1,0.000126
1089054025,2,1,0.031125,1,1,0.032508
1089039972,2,1,0.000026,1,1,0.000052
1089039868,2,1,0.000064,1,1,0.000128
1089045999,2,1,0.001850,0,0,0.000000
1090921693240,1,2,0.002480,1,1,0.001668
1089044017,1,1,0.000000,0,0,0.000000
1089045835,2,1,0.000302,1,1,0.000604
1089036462,2,13,0.001222,0,0,0.000000
1089053576,1,1,0.001439,0,0,0.000000
1089037990,1,1,0.000039,1,1,0.000078
1089039169,2,1,0.000016,1,1,0.000032
1087960820,1,0,0.000224,1,1,0.000448
1089033455,1,0,29.999787,1,1,59.999574
1085249161,1,0,0.002572,1,1,0.025720
1089036854,2,1,0.061690,0,0,0.000000
1089048111,1,1,0.079988,0,0,0.000000
1089046506,1,5,0.328480,0,0,0.000000
1089043919,1,1,0.000000,0,0,0.000000
1089053823,1,1,0.000200,0,0,0.000000
1089047110,1,1,0.000057,0,0,0.000000
1088957218,1,0,0.002248,1,1,0.002248
1089051749,1,2,0.000000,0,0,0.000000
1089023550,1,0,0.453250,1,1,0.906500
1089033509,1,0,0.023443,1,1,0.046886
721395244,1,0,4.755099,1,1,9.510198
1089024236,1,0,0.000027,1,1,0.000054
1089051101,1,1,0.003747,0,0,0.000000
1089047409,1,1,0.111999,0,0,0.000000
25769803811,8,2,0.002101,8,1,0.004202
257698037859,5,1,0.024915,5,1,0.024915
1089052646,2,1,0.000460,2,2,0.000913
1089055813,2,1,0.000478,1,1,0.000087
1089048980,14,1,0.027297,0,0,0.000000
1089044874,2,1,0.000070,1,1,0.000140
1089045083,2,1,0.000070,1,1,0.000140
1089043630,2,1,0.000156,1,1,0.000312
1089050399,1,1,0.001809,0,0,0.000000
1089047211,3,1,0.008175,0,0,0.000000
103079215176,37,0,0.037725,37,1,0.075450
1089038909,1,1,0.000005,0,0,0.000000
1088582826,1,0,0.053453,1,1,0.106906
1089045563,2,1,0.000058,0,0,0.000000
1089047129,4,1,0.001596,1,1,0.006300
1089048511,2,1,0.000504,2,2,0.000999
1089038801,2,1,0.000752,1,1,0.000111
1089035520,1,0,8.852741,1,1,17.705482
1089048182,2,2,0.037502,1,1,0.037184
1089045682,2,1,0.000090,1,1,0.000180
1089048796,2,1,0.000258,2,2,0.000507
1089042557,2,1,0.000160,1,1,0.000320
1089048257,2,1,0.021164,1,1,0.032962
1089050824,2,2,0.136700,0,0,0.000000
1089052124,1,1,0.005837,0,0,0.000000
1089052337,2,1,0.000003,0,0,0.000000
412316860442,2,2,0.008447,2,1,0.008447
1089036993,2,1,2.588769,2,2,5.174746
1089044989,2,1,0.000068,1,1,0.000136
1089050976,1,2,0.001580,0,0,0.000000
1089042415,2,1,0.000163,1,1,0.000326
1089050877,2,1,1.242666,0,0,0.000000
1089052658,2,1,0.002292,2,2,0.004575
1089044448,2,1,0.000135,0,0,0.000000
1088818676,1,0,0.001508,1,1,0.001508
1089054506,2,1,0.000362,2,2,0.000724
1089049624,2,1,0.088825,1,1,0.173960
163208757285,3,0,0.010950,3,1,0.010950
1089042130,1,1,0.000000,0,0,0.000000
1089047648,2,1,0.000003,0,0,0.000000
1089042397,1,1,0.000000,0,0,0.000000
1089044835,2,1,0.000072,1,1,0.000144
850403524627,1,2,0.026917,1,1,0.053738
1088574862,1,0,0.000413,1,1,0.000826
103079215154,3,0,0.052558,3,1,0.052558
1089039874,2,1,0.000049,1,1,0.000098
1089043903,2,1,0.000146,1,1,0.000292
1088549236,1,0,0.004241,1,1,0.008482
1089046973,1,1,0.001189,0,0,0.000000
1088976570,1,0,0.000896,1,1,0.001792
1089053472,1,1,0.031084,0,0,0.000000
1089041067,2,1,0.000160,1,1,0.000320
1089038792,2,1,0.000005,0,0,0.000000
1089046676,2,1,0.004137,0,0,0.000000
1089036279,2,1,0.051606,0,0,0.000000
326417514592,3,0,0.119499,3,1,0.119499
1089041896,1,1,0.000000,0,0,0.000000
84,6,0,0.023441,6,1,0.023441
1089037512,2,1,0.000469,2,2,0.000927
1089051512,2,1,0.000424,2,2,0.000848
1089048051,3,1,0.002555,1,8,0.000112
8589934594,63,0,0.553945,63,1,0.553945
1089046794,7,1,0.892164,2,2,22.616145
1089048969,11,1,0.648974,1,1,7.511760
1089045679,2,1,0.000097,1,1,0.000194
1089044229,2,1,0.000197,1,1,0.000394
1089033015,1,0,9.493820,1,1,18.987640
1089054514,2,1,0.000317,1,1,0.000022
1089039661,2,1,0.000026,1,1,0.000052
1089036223,2,1,0.004318,0,0,0.000000
1089042351,1,1,0.000000,0,0,0.000000
1089046177,5,1,0.038752,1,1,0.149428
1089040720,2,1,0.000179,1,1,0.000358
1089036878,2,1,0.000941,2,2,0.001882
1089039304,2,1,0.000026,1,1,0.000052
1089044713,2,1,0.000104,1,1,0.000208
1089043130,2,1,0.000147,1,1,0.000294
1089054229,1,1,0.001328,0,0,0.000000
1089048669,1,1,0.149497,1,1,0.298994
1089043251,2,1,0.000176,1,1,0.000352
1089050941,2,1,0.001109,1,1,0.002196
1089049312,1,5,0.007805,0,0,0.000000
1089039618,2,1,0.000044,1,1,0.000088
1089054339,2,1,0.000005,0,0,0.000000
1089041230,2,1,0.000190,1,1,0.000380
1089039887,2,1,0.000013,1,1,0.000026
1089041568,1,1,0.000000,0,0,0.000000
1089043532,1,1,0.000000,0,0,0.000000
1089043693,2,1,0.000135,0,0,0.000000
1089053375,2,1,0.105823,1,1,0.210846
1089051320,2,1,0.000005,0,0,0.000000
1089040458,2,1,0.000181,1,1,0.000362
1089025951,1,0,0.000441,1,1,0.000882
1081387117,1,0,0.000604,1,1,0.001208
60129542174,2,0,0.000116,2,1,0.000116
893353197569,1,3,0.081861,1,1,0.160962
1159641169933,2,0,0.007593,2,1,0.015186
1089045570,2,1,0.000101,1,1,0.000202
1460288880710,1,5,0.075489,1,1,0.045310
1089046125,2,1,0.007275,1,1,0.003350
1089055741,2,1,0.002921,1,1,0.005842
1089037667,2,1,1.554964,0,0,0.000000
1089043271,2,1,0.000144,1,1,0.000288
1408749273106,1,3,0.000029,1,1,0.000036
1089039822,2,1,0.000018,1,1,0.000036
1089052308,2,1,0.001982,2,2,0.003957
1089040193,2,1,0.000043,1,1,0.000086
1089046761,2,1,0.009783,1,1,0.004682
1089048458,2,1,0.000005,0,0,0.000000
1089042243,2,1,0.000165,1,1,0.000330
1089053233,2,2,0.000188,0,0,0.000000
1089050889,2,1,0.004054,0,0,0.000000
1054134045,1,0,140.202921,1,1,280.405842
1089042697,1,1,0.000000,0,0,0.000000
1089043851,1,1,0.000000,0,0,0.000000
1089045998,2,1,0.014594,0,0,0.000000
1088984462,1,0,0.001800,1,1,0.003600
1089036400,2,1,0.001500,1,1,0.000014
1088989303,1,0,0.074838,1,1,0.149676
1089036292,2,1,0.056963,0,0,0.000000
1089047067,2,1,0.531143,0,0,0.000000
1089043834,2,1,0.000140,1,1,0.000280
1088451102,1,0,0.000183,1,1,0.000183
1089055705,1,1,0.004598,0,0,0.000000
1089053091,1,1,0.007616,0,0,0.000000
1089043507,2,1,0.000151,1,1,0.000302
1089039355,1,1,0.000005,0,0,0.000000
1089044612,2,1,0.000589,1,1,0.001178
1089052672,2,1,0.000205,2,2,0.000401
1088758541,2,0,0.008035,2,2,0.016070
1089050224,1,2,0.999954,0,0,0.000000
1089045793,2,1,0.000731,1,1,0.001462
1089050793,2,1,0.012759,0,0,0.000000
214748364816,1,3,0.586750,1,1,0.527564
1075858599,1,0,0.000222,1,1,0.000444
1089047634,2,1,0.000005,0,0,0.000000
1089048913,2,1,0.000169,2,2,0.000329
1089044087,2,1,0.000139,1,1,0.000278
1088984176,1,0,0.000781,1,1,0.000781
1089040117,2,1,0.000044,1,1,0.000088
1089046705,1,1,0.000025,0,0,0.000000
1088592645,1,0,0.002728,1,1,0.005456
34359738403,2,0,0.006301,2,1,0.012602
1089037352,1,1,0.000005,0,0,0.000000
1089034042,1,0,0.017206,1,1,0.017206
1089038976,2,1,0.000663,0,0,0.000000
1089045591,2,1,0.000081,1,1,0.000162
1089049969,2,1,0.001746,0,0,0.000000
1089039031,1,1,0.000005,0,0,0.000000
1088455472,1,0,0.011846,1,1,0.023692
1089047021,1,3,0.019551,0,0,0.000000
1089055748,2,1,0.002903,1,1,0.005806
1089025118,1,0,0.004814,1,1,0.004814
1089040849,2,1,0.000450,1,1,0.000900
1089047975,2,1,0.031267,0,0,0.000000
1089040055,2,1,0.000028,1,1,0.000056
1089038632,2,1,0.073452,1,1,0.094004
1089055997,2,1,0.000643,0,0,0.000000
1089055882,2,1,0.002860,0,0,0.000000
1089032986,7,0,0.011900,7,7,0.023800
137438953487,2,4,0.023255,2,1,0.047628
1089051186,1,1,0.000005,0,0,0.000000
1089039786,2,1,0.000044,1,1,0.000088
1089045215,2,1,0.000087,1,1,0.000174
1089053903,1,1,0.000105,0,0,0.000000
1089040955,2,1,0.000179,1,1,0.000358
1089037884,2,1,0.015184,0,0,0.000000
1089041296,1,1,0.000000,0,0,0.000000
1089051867,2,1,0.000315,1,1,0.000093
1089053341,2,1,5.048687,0,0,0.000000
1089054598,2,1,0.000123,1,1,0.000022
343597383691,1,2,0.050014,1,1,0.025508
1089048525,2,1,0.000373,1,1,0.000011
1089053630,1,1,0.004584,0,0,0.000000
1089044380,2,1,0.000135,0,0,0.000000
1047972020243,1,0,0.000200,1,1,0.000200
1088983342,1,0,0.003127,1,1,0.006254
1089046884,2,1,0.000059,0,0,0.000000
1089038306,2,1,0.000003,0,0,0.000000
1089053865,2,1,7.422378,0,0,0.000000
1089049160,2,1,4.949047,0,0,0.000000
1089038877,1,1,0.000005,0,0,0.000000
1089037375,2,1,0.001010,2,2,0.002011
1089037070,2,1,0.000005,0,0,0.000000
1089039725,2,1,0.000054,1,1,0.000108
1089055802,2,1,0.000368,1,1,0.000009
188978561034,1,3,0.000742,1,2,0.001353
1563368095819,1,0,0.017211,1,1,0.017211
1089042538,2,1,0.000181,1,1,0.000362
1089050758,2,1,0.002644,1,1,0.004604
1089055560,2,1,0.002013,2,2,0.004026
1089047221,2,2,0.112298,0,0,0.000000
1089041704,1,1,0.000000,0,0,0.000000
1089044121,2,1,0.000142,1,1,0.000284
1089036916,2,1,0.000003,0,0,0.000000
1089050112,1,1,0.001871,0,0,0.000000
1089049623,2,1,0.008653,0,0,0.000000
1089053716,2,1,0.000563,0,0,0.000000
523986010129,1,2,0.010507,1,1,0.007014
1089046415,1,2,0.000108,0,0,0.000000
1089052490,2,1,0.498447,1,1,0.230552
1089044010,2,1,0.000140,1,1,0.000280
1089038277,2,4,0.073796,1,1,0.020154
1065990841,1,0,0.000101,1,1,0.000101
1089035952,1,0,0.000010,1,1,0.000010
1089049747,1,1,0.000156,0,0,0.000000
1087267622,1,0,0.000147,1,1,0.000147
1089044823,2,1,0.000100,1,1,0.000200
1089044891,2,1,0.000087,1,1,0.000174
1089048946,2,1,0.000005,0,0,0.000000
214748364827,2,0,0.000110,2,1,0.000110
566935683159,4,0,0.005391,4,1,0.005391
1089040272,2,1,0.000011,1,1,0.000022
1089037605,1,1,0.000005,0,0,0.000000
1089047945,1,9,0.390456,0,0,0.000000
1089051598,1,1,0.005924,0,0,0.000000
1088759629,1,0,0.031179,1,1,0.062358
1089050487,1,2,0.483886,0,0,0.000000
1089045579,2,1,0.000080,1,1,0.000160
1089044851,2,1,0.000079,1,1,0.000158
1089051718,2,2,0.000324,0,0,0.000000
1089008942,1,0,0.000900,1,1,0.000900
1089044685,2,1,0.000572,1,1,0.001144
1086615698,1,0,0.025181,1,1,0.075543
1089040142,2,1,0.000018,1,1,0.000036
1089048730,2,1,0.814753,1,1,0.230000
1089052510,1,2,0.001076,0,0,0.000000
1089055484,2,1,0.000819,1,1,0.000018
1089036237,2,1,0.000281,1,1,0.000562
1089044345,1,1,0.000000,0,0,0.000000
1089044767,2,1,0.000104,1,1,0.000208
1089036151,2,1,0.013100,0,0,0.000000
1089045237,2,1,0.000080,1,1,0.000160
1089039656,2,1,0.000038,1,1,0.000076
1089053610,2,1,0.009092,0,0,0.000000
1089039778,2,1,0.000005,0,0,0.000000
1089052523,2,1,0.000005,0,0,0.000000
1089039837,2,1,0.000041,1,1,0.000082
1089041586,1,1,0.000000,0,0,0.000000
1084844539,1,0,0.016552,1,1,0.033104
1089053798,1,1,0.000776,0,0,0.000000
1089042265,1,1,0.000000,0,0,0.000000
1089040744,1,1,0.000000,0,0,0.000000
1089036438,2,2,0.021692,1,1,0.020142
1089051704,2,1,0.049767,0,0,0.000000
1089038537,1,1,0.054101,0,0,0.000000
1089045126,2,1,0.000058,0,0,0.000000
1088750392,1,0,0.009556,1,1,0.009556
1089053738,2,1,0.007805,0,0,0.000000
807453851681,1,0,0.004605,1,1,0.004605
1089043032,2,1,0.000149,1,1,0.000298
1089053783,1,1,0.000646,0,0,0.000000
1089041664,1,1,0.000000,0,0,0.000000
1089048930,2,1,0.000003,0,0,0.000000
1088746379,1,0,0.004341,1,1,0.004341
1088637007,1,0,0.135358,1,1,0.270716
1089036374,1,1,0.003370,0,0,0.000000
1089052168,2,1,0.000811,0,0,0.000000
1089055164,2,2,0.003228,0,0,0.000000
1089045470,2,1,0.000097,1,1,0.000194
532575944722,2,7,0.005652,2,4,0.011036
1074851746,1,0,0.000264,1,1,0.000528
1089054512,2,1,0.000635,1,1,0.000022
1089054863,2,1,0.024288,0,0,0.000000
1089048773,2,1,0.000003,0,0,0.000000
1087927979,1,0,0.003243,1,1,0.006486
1089040828,1,1,0.000000,0,0,0.000000
1089051636,2,1,0.164441,0,0,0.000000
1089054813,3,1,0.000025,0,0,0.000000
1088540820,1,0,0.021401,1,1,0.042802
1089037870,2,1,0.038158,1,1,0.000010
1089050237,2,1,0.004900,0,0,0.000000
1022202216469,1,2,1.849217,1,1,1.256218
1089044570,2,1,0.000097,1,1,0.000194
1089051192,1,1,0.000005,0,0,0.000000
1089042448,2,1,0.000165,1,1,0.000330
1089039230,1,7,0.980000,0,0,0.000000
1089042227,2,1,0.000144,1,1,0.000288
197568495658,1,5,0.000964,1,1,0.001600
1089036466,1,7,0.054635,0,0,0.000000
1089049671,1,1,0.149019,0,0,0.000000
1089040969,2,1,0.000181,1,1,0.000362
17179869191,2,2,0.282517,2,2,1.113081
1089040796,1,1,0.000000,0,0,0.000000
1486058684463,1,4,0.012839,1,1,0.012958
1089045188,2,1,0.000090,1,1,0.000180
1089036344,2,1,0.081806,0,0,0.000000
1089053158,1,1,0.013657,0,0,0.000000
1089046345,1,7,3.031021,1,1,0.433003
1089038836,1,1,0.000005,0,0,0.000000
1089038626,1,1,0.014849,0,0,0.000000
1089053846,2,1,0.233334,0,0,0.000000
1089042214,1,1,0.000000,0,0,0.000000
1089039288,2,1,0.000041,1,1,0.000082
1089023208,1,0,28.173437,1,1,56.346874
962072674353,2,2,0.008923,2,1,0.006842
1089055390,2,1,0.037310,0,0,0.000000
1089040371,1,2,0.000010,0,0,0.000000
1089034552,1,0,0.007182,1,1,0.007182
1089055799,2,1,0.000003,0,0,0.000000
1089048094,2,28,0.779184,0,0,0.000000
1089046443,1,5,0.116250,0,0,0.000000
1088992906,1,0,0.024661,1,1,0.049322
1089054173,2,1,0.000003,0,0,0.000000
1088785403,1,0,0.000531,1,1,0.000531
1089051283,2,1,0.000401,2,2,0.000802
1089048607,2,1,0.012525,1,1,0.023948
1089052324,1,1,0.078213,0,0,0.000000
1089054539,2,1,0.000005,0,0,0.000000
1089039579,2,1,0.000061,1,1,0.000122
1089025945,1,0,0.001546,1,1,0.003092
1087794140,1,0,0.001499,1,1,0.002998
1089038936,2,1,0.000114,1,1,0.000018
1089039609,2,1,0.003849,1,1,0.000009
1088458745,1,0,0.047471,1,1,0.094942
1089050072,2,1,0.000839,0,0,0.000000
1089052509,1,2,0.005202,0,0,0.000000
1089043674,1,1,0.000000,0,0,0.000000
1089046037,1,1,0.020792,0,0,0.000000
1089042530,1,1,0.000000,0,0,0.000000
1089044987,2,1,0.000072,1,1,0.000144
1089033193,1,0,0.000395,1,1,0.000790
1089035822,1,0,0.200000,1,1,3.200000
1088628143,1,0,0.005416,1,1,0.010832
1089048745,1,2,0.007908,0,0,0.000000
1089043710,2,1,0.000144,1,1,0.000288
1086772468,1,0,0.001609,1,1,0.001609
1089040719,2,1,0.000181,1,1,0.000362
1089038069,1,1,0.000005,0,0,0.000000
1089037144,1,1,0.001644,0,0,0.000000
1089040962,2,1,0.000149,1,1,0.000298
1089038767,2,1,0.000149,2,2,0.000298
1089042774,1,1,0.000000,0,0,0.000000
1089038699,1,1,0.000003,0,0,0.000000
1089055198,2,1,0.000137,2,2,0.000274
1089037892,2,1,0.019033,2,2,0.038056
1089052535,2,1,0.000003,0,0,0.000000
1089046836,1,2,0.000308,0,0,0.000000
1089039488,2,1,0.000054,1,1,0.000108
1089040394,1,1,0.010368,1,1,0.020736
1089055621,1,1,0.000009,1,1,0.000009
1089051628,2,1,0.002248,0,0,0.000000
1089041115,2,1,0.000190,1,1,0.000380
1088653125,1,0,0.000093,1,1,0.000186
1087787273,1,0,0.000318,1,1,0.000636
1089044288,1,1,0.000000,0,0,0.000000
1089047555,2,1,0.001829,1,1,0.000020
1089047254,2,1,0.018077,0,0,0.000000
1089041283,1,1,0.000000,0,0,0.000000
180388626457,1,0,0.003113,1,1,0.003113
1089038273,2,1,0.001514,2,2,0.003019
1078087097,1,0,0.010839,1,1,0.021678
1088657757,1,0,0.000716,1,1,0.001432
1089047388,1,1,2.721456,0,0,0.000000
1089042340,2,1,0.000163,1,1,0.000326
1089052986,1,3,1.002432,0,0,0.000000
1089046717,2,1,0.001245,0,0,0.000000
1088564513,1,0,0.363735,1,1,0.727470
274877907016,2,1,0.016100,2,1,0.032200
1089050343,2,2,0.031444,0,0,0.000000
1089051302,2,1,0.000005,0,0,0.000000
1089038489,2,1,2.216006,0,0,0.000000
1089038024,2,1,0.000309,1,1,0.000010
1089040027,2,3,0.018708,0,0,0.000000
1089047983,2,1,0.000290,0,0,0.000000
1088854464,1,0,0.000334,1,1,0.000668
1089045990,2,1,0.079119,1,1,0.158232
1089048000,1,2,0.028060,0,0,0.000000
1089053677,2,1,0.093554,0,0,0.000000
1089054324,1,2,0.013326,0,0,0.000000
1087997171,1,0,0.000272,1,1,0.000544
1089054442,2,1,0.000314,2,2,0.000628
1089043429,1,1,0.000000,0,0,0.000000
1089047564,1,1,0.003122,0,0,0.000000
1089054547,1,1,0.000005,0,0,0.000000
1089052683,2,1,0.000335,1,1,0.000009
1065151889425,1,2,0.000488,1,1,0.000840
1089041611,1,1,0.000000,0,0,0.000000
1089049277,1,1,0.031223,0,0,0.000000
1089043577,1,1,0.000000,0,0,0.000000
1089026480,1,0,0.018549,1,1,0.037098
1089045824,2,1,0.000257,0,0,0.000000
1089050946,2,1,0.000240,2,2,0.000480
1088996803,1,0,0.006129,1,1,0.012258
1089044652,2,1,0.000088,1,1,0.000176
575525617679,1,0,0.000035,1,1,0.000035
1086406936,1,0,0.000563,1,1,0.001126
1089038202,2,1,0.000879,0,0,0.000000
1089011428,1,0,0.002522,1,1,0.005044
1089038803,2,11,0.126225,0,0,0.000000
1089050473,1,2,0.002360,0,0,0.000000
1083018292,1,0,0.038971,1,1,0.077942
761049638,1,0,0.502371,1,1,1.004742
1089038965,2,1,0.001151,2,2,0.002293
1089033667,1,0,0.028081,1,1,0.056162
1089027504,1,0,0.000782,1,1,0.000782
1072721613,1,0,0.063774,1,1,0.127548
842860203,1,0,0.959225,1,1,1.918450
1089047673,2,1,0.000120,2,2,0.000240
1089040889,2,1,0.000073,1,1,0.000146
1089054801,1,1,0.004552,0,0,0.000000
1089038743,2,1,0.000162,1,1,0.000018
1089037130,2,1,0.000318,2,2,0.000625
1089041100,1,1,0.000000,0,0,0.000000
927712936011,1,2,0.010251,1,1,0.020314
1089049993,1,1,0.000297,0,0,0.000000
1089043323,2,1,0.000190,1,1,0.000380
532575944773,1,2,0.000681,1,1,0.000934
1089046982,2,1,0.003291,0,0,0.000000
1073741824063,1,0,0.003803,1,1,0.003803
1089042106,1,1,0.000000,0,0,0.000000
395136991239,1,2,0.000872,1,1,0.001636
1089048390,2,1,0.006564,0,0,0.000000
1089043993,2,1,0.000216,1,1,0.000432
1089043702,1,1,0.000000,0,0,0.000000
1089048524,1,1,0.000005,0,0,0.000000
1088431128,1,0,1.896749,1,1,7.586996
1089053055,1,1,0.007761,0,0,0.000000
652835029006,4,0,0.001116,4,1,0.001116
1089043321,1,1,0.000000,0,0,0.000000
1039382085725,1,0,0.014404,1,1,0.014404
1089033250,1,0,0.016668,1,1,0.016668
1089048275,2,2,0.636218,0,0,0.000000
1089055101,1,3,0.019352,0,0,0.000000
1089044300,1,1,0.000000,0,0,0.000000
1089043928,1,1,0.000000,0,0,0.000000
1089043149,1,1,0.000000,0,0,0.000000
1089039128,1,1,0.000005,0,0,0.000000
1089041609,1,1,0.000000,0,0,0.000000
111669149773,1,0,0.002288,1,1,0.002288
206158430221,1,3,0.020105,1,1,0.018438
601295421521,1,6,0.019610,1,1,0.032884
1089023080,1,0,0.321119,1,1,0.642238
1088841170,1,0,0.000109,1,1,0.000218
1089025799,1,0,0.000170,1,1,0.000340
1089040768,1,1,0.000000,0,0,0.000000
1087804019,1,0,0.000219,1,1,0.000438
1089051384,1,1,0.000011,1,1,0.000011
738734374923,1,4,0.008423,1,1,0.016550
1088586325,1,0,0.000540,1,1,0.000540
1089034082,1,0,0.000968,1,1,0.001936
1088549861,1,0,0.005500,1,1,0.016500
1088732854,1,0,0.000915,1,1,0.001830
1089048535,1,2,0.638026,0,0,0.000000
1083578128,1,0,0.000660,1,1,0.002640
1088946046,1,0,0.000734,1,1,0.001468
1088972792,1,0,0.017636,1,1,0.017636
1089046466,2,1,0.221672,1,1,0.441768
1088992879,1,0,0.024948,1,1,0.074844
1088760802,1,0,0.125169,1,1,0.250338
1088957160,1,0,0.000242,1,1,0.000484
1089036107,1,1,0.000003,0,0,0.000000
1365799600137,1,0,1.443300,1,1,1.443300
1087480154,1,0,0.042023,1,1,0.084046
1089027755,1,0,0.017887,1,1,0.035774
1088991763,1,0,0.001256,1,1,0.002512
1089050474,1,13,0.455300,0,0,0.000000
1088462585,1,0,0.008172,1,1,0.016344
1081899484,1,0,0.172332,1,1,0.344664
